23090142	GENODEF1HLU	Volksbank Lübeck
24040000	COBADEFFXXX	Commerzbank
24050110	NOLADE21LBG	Sparkasse Lüneburg
24060300	GENODEF1NBU	Volksbank Lüneburger Heide
24061392	GENODEF1DAB	Volksbank Bleckede-Dahlenburg -alt-
24070024	DEUTDEDB240	Deutsche Bank
24070075	DEUTDE2H240	Deutsche Bank
24070324	DEUTDEDBP22	Postbank/DSL Ndl der Deutsche Bank
24070368	DEUTDE2HP22	Postbank/DSL Ndl der Deutsche Bank
24080000	DRESDEFF240	Commerzbank vormals Dresdner Bank
24090041	GENODEF1LUE	Volksbank Lüneburg -alt-
24121000	GENODED1RKI	Ritterschaftliches Kreditinstitut Stade
24140041	COBADEFFXXX	Commerzbank
24150001	BRLADE21CUX	Stadtsparkasse Cuxhaven
24151005	NOLADE21STS	Sparkasse Stade-Altes Land
24151116	NOLADE21STK	Kreissparkasse Stade
24151235	BRLADE21ROB	Sparkasse Rotenburg Osterholz
24161594	GENODEF1SIT	Zevener Volksbank -alt-
24162898	GENODEF1LAS	Spar- u Darlehnskasse Börde Lamstedt-Hechthausen
24180000	DRESDEFF242	Commerzbank vormals Dresdner Bank
24180001	DRESDEFF241	Commerzbank vormals Dresdner Bank
24191015	GENODEF1SDE	Volksbank Stade-Cuxhaven
25000000	MARKDEF1250	Bundesbank
25010030	PBNKDEFFXXX	Postbank Ndl der Deutsche Bank
25010424	AARBDE5W250	Aareal Bank ehem. Filiale Hannover
25010600	DEHYDE2HXXX	NORD/LB vormals Deutsche Hypothekenbank
25010900	CKVHDE21XXX	Calenberger Kreditverein
25020200	BHFBDEFF250	BHF-BANK
25020600	SCFBDE33XXX	Openbank Deutschland
25040060	COBADEFFXXX	Commerzbank CC
25040061	COBADEFFXXX	Commerzbank CC
25040066	COBADEFFXXX	Commerzbank
25050000	NOLADE2HXXX	Norddeutsche Landesbank Girozentrale
25050055	NOLADE21CSH	ZVA Norddeutsche Landesbank SH
25050066	NOLADE21CMV	ZVA Norddeutsche Landesbank Gf MV
25050180	SPKHDE2HXXX	Sparkasse Hannover
25050299	SPKHDE2HXXX	Kreissparkasse Hannover -alt-
25055500	NOLADE21LBS	LBS Landesbausparkasse NordWest
25060000	GENODEFF250	DZ BANK
25060180	HALLDE2HXXX	M.M. Warburg & Co (vormals Bankhaus Hallbaum)
25069168	GENODEF1DES	Volks- und Raiffeisenbank Leinebergland -alt-
25069262	GENODEF1NST	Raiffeisen-Volksbank Neustadt
25069270	GENODEF1MUA	Volksbank Aller-Oker
25069503	GENODEF1BNT	Volksbank Diepholz-Barnstorf -alt-
25070024	DEUTDEDBHAN	Deutsche Bank
25070066	DEUTDE2H265	Deutsche Bank
25070070	DEUTDE2HXXX	Deutsche Bank
25070077	DEUTDE2H256	Deutsche Bank
25070084	DEUTDE2H258	Deutsche Bank
25070086	DEUTDE2H251	Deutsche Bank
25070324	DEUTDEDBP24	Postbank/DSL Ndl der Deutsche Bank
25070370	DEUTDE2HP24	Postbank/DSL Ndl der Deutsche Bank
25080020	DRESDEFF250	Commerzbank vormals Dresdner Bank
25080085	DRESDEFFI65	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2
25089220	DRESDEFFI09	Commerzbank vormals Dresdner Bank ITGK
25090300	GENODEF1BFS	Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer
25090500	GENODEF1S09	Sparda-Bank Hannover
25090900	GENODEF1P09	PSD Bank
25120510	BFSWDE33HAN	SozialBank
25151270	NOLADE21BAH	Stadtsparkasse Barsinghausen
25151371	NOLADE21BUF	Stadtsparkasse Burgdorf -alt-
25152375	NOLADE21WAL	Kreissparkasse Fallingbostel in Walsrode
25152490	NOLADE21WST	Stadtsparkasse Wunstorf -alt-
25190001	VOHADE2HXXX	Hannoversche Volksbank
25190088	VOHADE2HXXX	Hannoversche Volksbank GS nur für GAA
25193331	GENODEF1PAT	Volksbank
25250001	NOLADE21PEI	Kreissparkasse Peine -alt-
25260010	GENODEF1PEV	Volksbank Peine -alt-
25410200	BHWBDE2HXXX	BHW Bausparkasse
25440047	COBADEFFXXX	Commerzbank
25450001	NOLADE21HMS	Stadtsparkasse Hameln -alt-
25450110	NOLADE21SWB	Sparkasse Hameln-Weserbergland
25451345	NOLADE21PMT	Stadtsparkasse Bad Pyrmont
25462160	GENODEF1HMP	Volksbank Hameln-Stadthagen
25462680	GENODEF1COP	Volksbank im Wesertal
25470024	DEUTDEDB254	Deutsche Bank
25470073	DEUTDE2H254	Deutsche Bank
25471024	DEUTDEDB264	Deutsche Bank
25471073	DEUTDE2H264	Deutsche Bank
25480021	DRESDEFF254	Commerzbank vormals Dresdner Bank
25491273	GENODED1AEZ	Volksbank Aerzen -alt-
25541426	COBADEFFXXX	Commerzbank
25551480	NOLADE21SHG	Sparkasse Schaumburg
25591413	GENODEF1BCK	Volksbank in Schaumburg und Nienburg
25621327	OLBODEH2XXX	Oldenburgische Landesbank AG
25641302	COBADEFFXXX	Commerzbank
25650106	NOLADE21NIB	Sparkasse Nienburg
25651325	BRLADE21DHZ	Kreissparkasse Grafschaft Diepholz -alt-
25662540	GENODEF1STY	Volksbank -alt-
25663584	GENODEF1HOY	Volksbank Aller-Weser -alt-
25690009	GENODEF1NIN	Volksbank Nienburg -alt-
25691633	GENODEF1SUL	Volksbank Niedersachsen-Mitte
25691699	GENODEF1SUL	Volksbank Niedersachsen-Mitte (Gf GAA)
25740061	COBADEFFXXX	Commerzbank
25750001	NOLADE21CEL	Sparkasse Celle -alt-
25761894	GENODEF1WIK	Volksbank Wittingen-Klötze -alt-
25770024	DEUTDEDB257	Deutsche Bank
25770069	DEUTDE2H257	Deutsche Bank
25780022	DRESDEFF257	Commerzbank vormals Dresdner Bank
25791516	GENODEF1HKB	Volksbank Hankensbüttel-Wahrenholz -alt-
25791635	GENODEF1HMN	Volksbank Südheide - Isenhagener Land - Altmark
25840048	COBADEFFXXX	Commerzbank
25841403	COBADEFFXXX	Commerzbank
25841708	COBADEFFXXX	Commerzbank
25850110	NOLADE21UEL	Sparkasse Uelzen Lüchow-Dannenberg
25851660	NOLADE21SOL	Kreissparkasse Soltau
25861990	GENODEF1CLZ	Volksbank Clenze-Hitzacker -alt-
25862292	GENODEF1EUB	Volksbank Uelzen-Salzwedel
25863489	GENODEF1WOT	VR PLUS Altmark-Wendland
25891636	GENODEF1SOL	Volksbank Lüneburger Heide -alt-
25940033	COBADEFFXXX	Commerzbank
25950001	NOLADE21HIS	Stadtsparkasse Hildesheim -alt-
25950130	NOLADE21HIK	Sparkasse Hildesheim Goslar Peine
25970024	DEUTDEDB259	Deutsche Bank
25970074	DEUTDE2H259	Deutsche Bank
25971024	DEUTDEDB253	Deutsche Bank
25971071	DEUTDE2H253	Deutsche Bank
25980027	DRESDEFF259	Commerzbank vormals Dresdner Bank
25990011	GENODEF1HIH	Volksbank Hildesheim
25991528	GENODEF1SLD	Volksbank Hildesheimer Börde -alt-
26000000	MARKDEF1260	Bundesbank
26040030	COBADEFFXXX	Commerzbank
26050001	NOLADE21GOE	Sparkasse Göttingen
26051260	NOLADE21DUD	Sparkasse Duderstadt
26061291	GENODEF1DUD	Volksbank Mitte -alt-
26061556	GENODEF1ADE	Volksbank
26062433	GENODEF1DRA	VR-Bank in Südniedersachsen
26070024	DEUTDEDB260	Deutsche Bank
26070072	DEUTDE2H260	Deutsche Bank
26080024	DRESDEFF260	Commerzbank vormals Dresdner Bank
26090050	GENODEF1GOE	Volksbank Göttingen -alt-
26240039	COBADEFFXXX	Commerzbank
26250001	NOLADE21NOM	Kreis-Sparkasse Northeim
26251425	NOLADE21EIN	Sparkasse Einbeck
26261492	GENODEF1EIN	Volksbank Einbeck -alt-
26261693	GENODEF1HDG	Volksbank Solling
26271424	DEUTDEDB262	Deutsche Bank
26271471	DEUTDE2H262	Deutsche Bank
26280020	DRESDEFF261	Commerzbank vormals Dresdner Bank
26281420	DRESDEFF262	Commerzbank vormals Dresdner Bank
26340056	COBADEFFXXX	Commerzbank
26341072	COBADEFFXXX	Commerzbank
26351015	NOLADE21HZB	Sparkasse Osterode am Harz
26351445	NOLADE21SAC	Stadtsparkasse Bad Sachsa -alt-
26500000	MARKDEF1265	Bundesbank
26520017	OLBODEH2XXX	Oldenburgische Landesbank AG
26521703	OLBODEH2XXX	Oldenburgische Landesbank AG
26522319	OLBODEH2XXX	Oldenburgische Landesbank AG
26540070	COBADEFFXXX	Commerzbank
26550105	NOLADE22XXX	Sparkasse Osnabrück
26551540	NOLADE21BEB	Kreissparkasse Bersenbrück
26552286	NOLADE21MEL	Kreissparkasse Melle
26562490	GENODEF1HTR	Volksbank Bad Laer-Borgloh-Hilter-Melle
26563960	GENODEF1WHO	Volksbank Bramgau-Wittlage -alt-
26565928	GENODEF1HGM	Volksbank Düte-Ems
26566939	GENODEF1MRZ	Volksbank Osnabrücker Nordland -alt-
26567943	GENODEF1NOP	VR-Bank Osnabrücker Nordland
26570024	DEUTDEDB265	Deutsche Bank
26570090	DEUTDE3B265	Deutsche Bank
26580070	DRESDEFF265	Commerzbank vormals Dresdner Bank
26589210	DRESDEFFI10	Commerzbank vormals Dresdner Bank ITGK
26590025	GENODEF1OSV	Vereinigte Volksbank Bramgau Osnabrück Wittlage
26620010	OLBODEH2XXX	Oldenburgische Landesbank AG
26621413	OLBODEH2XXX	Oldenburgische Landesbank AG
26640049	COBADEFFXXX	Commerzbank
26650001	NOLADE21EMS	Sparkasse Emsland
26660060	GENODEF1LIG	Emsländische Volksbank
26661380	GENODEF1HLN	Volksbank Haselünne
26661494	GENODEF1MEP	Emsländische Volksbank Meppen -alt-
26662932	GENODEF1LEN	Volksbank -alt-
26691213	GENODEF1HAR	Volksbank Haren Fil d Ostfriesischen VB
26720028	OLBODEH2XXX	Oldenburgische Landesbank AG
26740044	COBADEFFXXX	Commerzbank
26750001	NOLADE21NOH	Kreissparkasse Grafschaft Bentheim zu Nordhorn
26760005	GENODEF1NDH	Raiffeisen- und Volksbank Nordhorn -alt-
26770024	DEUTDEDB267	Deutsche Bank
26770095	DEUTDE3B267	Deutsche Bank
26840032	COBADEFFXXX	Commerzbank
26850001	NOLADE21GSL	Sparkasse Goslar/Harz -alt-
26851410	NOLADE21CLZ	Kreissparkasse Clausthal-Zellerfeld -alt-
26851620	NOLADE21SZG	Sparkasse Salzgitter -alt-
26870024	DEUTDEDB268	Deutsche Bank
26870032	DEUTDE2H268	Deutsche Bank
26880063	DRESDEFF268	Commerzbank vormals Dresdner Bank
26890019	GENODEF1VNH	Volksbank Nordharz
26891484	GENODEF1OHA	Volksbank im Harz
26941053	COBADEFFXXX	Commerzbank Wolfsburg
26951311	NOLADE21GFW	Sparkasse Celle-Gifhorn-Wolfsburg
26971024	DEUTDEDB269	Deutsche Bank
26971038	DEUTDE2H269	Deutsche Bank
26981062	DRESDEFF269	Commerzbank vormals Dresdner Bank
26989221	DRESDEFFI11	Commerzbank vormals Dresdner Bank ITGK
26991066	GENODEF1WOB	Volksbank BRAWO
27020000	VOWADE2BXXX	Volkswagen Bank
27020001	AUDFDE21XXX	Audi Bank Zndl d Volkswagen Bank
27020003	SKODDE21XXX	Skoda Bank
27020004	ECBKDE21XXX	AutoEuropa Bank
27020800	SEATDE21XXX	Seat Bank Zndl d Volkswagen Bank
27032500	BCLSDE21XXX	Bankhaus C. L. Seeliger
27040080	COBADEFFXXX	Commerzbank
27062290	GENODEF1BOH	Volksbank Börßum-Hornburg
27070024	DEUTDEDB270	Deutsche Bank
27070030	DEUTDE2H270	Deutsche Bank
27070031	DEUTDE2H271	Deutsche Bank
27070034	DEUTDE2H274	Deutsche Bank
27070041	DEUTDE2H279	Deutsche Bank
27070042	DEUTDE2H272	Deutsche Bank
27070043	DEUTDE2H273	Deutsche Bank
27070079	DEUTDE2H275	Deutsche Bank
27070324	DEUTDEDBP23	Postbank/DSL Ndl der Deutsche Bank
27070369	DEUTDE2HP23	Postbank/DSL Ndl der Deutsche Bank
27072524	DEUTDEDB277	Deutsche Bank
27072537	DEUTDE2H277	Deutsche Bank
27072724	DEUTDEDB276	Deutsche Bank
27072736	DEUTDE2H276	Deutsche Bank
27080060	DRESDEFF270	Commerzbank vormals Dresdner Bank
27089221	DRESDEFFI12	Commerzbank vormals Dresdner Bank ITGK
27090900	GENODEF1P02	PSD Bank
27092555	GENODEF1WFV	Volksbank
27131300	GENODEF1RTS	Bankhaus Rautenschlein
27240004	COBADEFFXXX	Commerzbank
27290087	GENODEF1HMV	Volksbank Weserbergland -alt-
27893359	GENODEF1BLG	Volksbank Braunlage
27893760	GENODEF1SES	Volksbank
28000000	MARKDEF1280	Bundesbank
28020050	OLBODEH2XXX	Oldenburgische Landesbank AG
28021002	OLBODEH2XXX	Oldenburgische Landesbank AG
28021301	OLBODEH2XXX	Oldenburgische Landesbank AG
28021504	OLBODEH2XXX	Oldenburgische Landesbank AG
28021623	OLBODEH2XXX	Oldenburgische Landesbank AG
28021705	OLBODEH2XXX	Oldenburgische Landesbank AG
28021906	OLBODEH2XXX	Oldenburgische Landesbank AG
28022015	OLBODEH2XXX	Oldenburgische Landesbank AG
28022412	OLBODEH2XXX	Oldenburgische Landesbank AG
28022511	OLBODEH2XXX	Oldenburgische Landesbank AG
28022620	OLBODEH2XXX	Oldenburgische Landesbank AG
28022822	OLBODEH2XXX	Oldenburgische Landesbank AG
28023224	OLBODEH2XXX	Oldenburgische Landesbank AG
28023325	OLBODEH2XXX	Oldenburgische Landesbank AG
28030300	FORTDEH4XXX	Oldenburgische Landesbank AG (vormals W. Fortmann & Söhne)
28040046	COBADEFFXXX	Commerzbank
28042865	COBADEFFXXX	Commerzbank
28050100	SLZODE22XXX	Landessparkasse zu Oldenburg
28060228	GENODEF1OL2	Raiffeisenbank Oldenburg -alt-
28061410	GENODEF1BRN	Raiffeisenbank Wesermarsch-Süd
28061501	GENODEF1CLP	VR-Bank in Südoldenburg
28061679	GENODEF1DAM	Volksbank Dammer Berge
28061822	GENODEF1EDE	Oldenburger Volksbank
28062165	GENODEF1RSE	Raiffeisenbank Rastede
28062249	GENODEF1HUD	Vereinigte Volksbank
28062299	GENODEF1HUD	Vereinigte Volksbank GAA
28062560	GENODEF1LON	Volksbank Lohne-Dinklage-Steinfeld-Mühlen
28062740	GENODEF1GBH	Volksbank Bookholzberg-Lemwerder -alt-
28062913	GENODEF1BSL	Volksbank Bösel -alt-
28063253	GENODEF1WRE	Volksbank Westerstede
28063526	GENODEF1ESO	Volksbank  Emstek Essen Cappeln
28063607	GENODEF1BAM	Volksbank Bakum -alt-
28064179	GENODEF1VEC	Volksbank Vechta
28064241	GENODEF1NHE	Raiffeisen-Volksbank Varel-Nordenham
28065061	GENODEF1LOG	Volksbank Löningen
28065108	GENODEF1DIK	VR-Bank Dinklage-Steinfeld -alt-
28065286	GENODEF1SAN	Raiffeisenbank Scharrel
28066103	GENODEF1VIS	Volksbank Visbek
28066214	GENODEF1WDH	Volksbank Oldenburg-Land Delmenhorst
28066620	GENODEF1FOY	Volksbank
28067068	GENODEF1NEO	Volksbank Neuenkirchen-Vörden -alt-
28067170	GENODEF1GSC	Volksbank Delmenhorst Schierbrok -alt-
28067257	GENODEF1LAP	Volksbank Lastrup
28068218	GENODEF1BUT	Raiffeisenbank Butjadingen-Abbehausen -alt-
28069052	GENODEF1ORF	Raiffeisenbank Strücklingen-Idafehn
28069092	GENODEF1HAT	VR Bank Oldenburg Land West -alt-
28069109	GENODEF1EMK	Volksbank Emstek -alt-
28069128	GENODEF1GRR	Raiffeisenbank Garrel -alt-
28069138	GENODEF1VAG	VR Bank Oldenburg Land West -alt-
28069293	GENODEF1BBH	Volksbank Obergrafschaft -alt-
28069381	GENODEF1WLT	Hümmlinger Volksbank
28069706	GENODEF1BOG	Volksbank Nordhümmling
28069755	GENODEF1MLO	Raiffeisenbank Oldersum
28069773	GENODEF1WWM	Raiffeisenbank Wiesedermeer-Wiesede-Marcardsm
28069878	GENODEF1KBL	Raiffeisenbank Ems-Vechte
28069926	GENODEF1HOO	Volksbank Niedergrafschaft
28069935	GENODEF1LRU	Raiffeisenbank Lorup
28069956	GENODEF1NEV	Grafschafter Volksbank
28069991	GENODEF1LTH	Volksbank Emstal
28069994	GENODEF1SPL	Volksbank Süd-Emsland
28070024	DEUTDEDB280	Deutsche Bank
28070057	DEUTDEHB280	Deutsche Bank
28220026	OLBODEH2XXX	Oldenburgische Landesbank AG
28222208	OLBODEH2XXX	Oldenburgische Landesbank AG
28222621	OLBODEH2XXX	Oldenburgische Landesbank AG
28240023	COBADEFFXXX	Commerzbank
28250110	BRLADE21WHV	Sparkasse Wilhelmshaven
28252760	BRLADE21WTM	Kreissparkasse Wittmund
28262254	GENODEF1JEV	Volksbank Jever -alt-
28262673	GENODEF1VAR	Volksbank Jade-Weser
28270024	DEUTDEDB282	Deutsche Bank
28270056	DEUTDEHB282	Deutsche Bank
28280012	DRESDEFF282	Commerzbank vormals Dresdner Bank
28290063	GENODEF1WHV	Volksbank Wilhelmshaven
28291551	GENODEF1ESE	Volksbank Esens -alt-
28320014	OLBODEH2XXX	Oldenburgische Landesbank AG
28321816	OLBODEH2XXX	Oldenburgische Landesbank AG
28350000	BRLADE21ANO	Sparkasse Aurich-Norden
28361592	GENODEF1MAR	Raiffeisen-Volksbank Fresena
28420007	OLBODEH2XXX	Oldenburgische Landesbank AG
28421030	OLBODEH2XXX	Oldenburgische Landesbank AG
28440037	COBADEFFXXX	Commerzbank
28450000	BRLADE21EMD	Sparkasse Emden
28470024	DEUTDEDB284	Deutsche Bank
28470091	DEUTDEHB284	Deutsche Bank
28520009	OLBODEH2XXX	Oldenburgische Landesbank AG
28521518	OLBODEH2XXX	Oldenburgische Landesbank AG
28540034	COBADEFFXXX	Commerzbank
28550000	BRLADE21LER	Sparkasse LeerWittmund
28562297	GENODEF1UPL	Raiffeisen-Volksbank
28562716	GENODEF1WEF	Raiffeisenbank Flachsmeer
28562863	GENODEF1HTL	Raiffeisenbank Moormerland
28563749	GENODEF1MML	Raiffeisenbank
28570024	DEUTDEDB285	Deutsche Bank
28570092	DEUTDEHB285	Deutsche Bank
28590075	GENODEF1LER	Ostfriesische Volksbank Leer
28591579	GENODEF1PAP	Volksbank Papenburg Fil d. Ostfries. VB Leer
28591654	GENODEF1WRH	Volksbank Westrhauderfehn
29020000	NEELDE22XXX	Bankhaus Neelmeyer
29030400	PLUMDE29XXX	M.M. Warburg & Co (vormals Bankhaus Carl F. Plump & CO)
29040060	COBADEFFXXX	Commerzbank CC
29040061	COBADEFFXXX	Commerzbank CC
29040090	COBADEFFXXX	Commerzbank
29050000	BRLADE22XXX	Norddeutsche Landesbank - Girozentrale -
29050101	SBREDE22XXX	Sparkasse Bremen
29070024	DEUTDEDBBRE	Deutsche Bank
29070050	DEUTDEHBXXX	Deutsche Bank
29070051	DEUTDEHB292	Deutsche Bank
29070052	DEUTDEHB294	Deutsche Bank
29070058	DEUTDEHB293	Deutsche Bank
29070059	DEUTDEHB290	Deutsche Bank
29070324	DEUTDEDBP21	Postbank/DSL Ndl der Deutsche Bank
29070367	DEUTDEHBP21	Postbank/DSL Ndl der Deutsche Bank
29080010	DRESDEFF290	Commerzbank vormals Bremer Bank (Dresdner Bank)
29089210	DRESDEFFI13	Commerzbank vormals Bremer Bank (Dresdner Bank) ITGK
29090900	GENODEF1P03	PSD Bank Nord
29121731	OLBODEH2XXX	Oldenburgische Landesbank AG
29151700	BRLADE21SYK	Kreissparkasse Diepholz
29152300	BRLADE21OHZ	Kreissparkasse Osterholz -alt-
29152550	BRLADE21SHL	Zweckverbandssparkasse Scheeßel
29152670	BRLADE21VER	Kreissparkasse Verden
29162394	GENODEF1OHZ	Volksbank
29162453	GENODEF1SWW	Volksbank Schwanewede
29162697	GENODEF1VER	Volksbank Aller-Weser -alt-
29165545	GENODEF1OYT	Volksbank Oyten
29165681	GENODEF1SUM	Volksbank Sottrum -alt-
29166568	GENODEF1WOP	Volksbank
29167624	GENODEF1SHR	Volksbank Syke -alt-
29172624	DEUTDEDB291	Deutsche Bank
29172655	DEUTDEHB291	Deutsche Bank
29190024	GENODEF1HB1	Bremische Volksbank Weser-Wümme
29190330	GENODEF1HB2	Volksbank Bremen-Nord
29190399	GENODEF1HB2	Volksbank Bremen-Nord (Gf GAA)
29240024	COBADEFFXXX	Commerzbank
29250000	BRLADE21BRS	Weser-Elbe Sparkasse
29250150	BRLADE21BRK	Kreissparkasse Wesermünde-Hadeln -alt-
29262722	GENODEF1BRV	Volksbank Geeste-Nord
29265747	GENODEF1BEV	Volksbank im Elbe-Weser-Dreieck
29280011	DRESDEFF292	Commerzbank vormals Dresdner Bank
29290034	GENODEF1HBV	Volksbank Bremerhaven-Wesermünde -alt-
30000000	MARKDEF1300	Bundesbank eh Düsseldorf
30010400	IKBDDEDDXXX	IKB Deutsche Industriebank
30010444	IKBDDEDDDIR	IKB Privatkunden - IKB Deutsche Industriebank
30010700	BOTKDEDXXXX	MUFG Bank (Europe) Germany Branch
30013300	EBPBDED2XXX	EburyPartners Belgium, Zweigniederlassung Deutschland
30020500	BHFBDEFF300	BHF-BANK
30020700	MHCBDEDDXXX	Mizuho Bank Europe, Frankfurt Branch
30020900	CMCIDEDDXXX	TARGOBANK
30022000	NRWBDEDMXXX	NRW.BANK
30030100	PULSDEDDXXX	S Broker Wiesbaden
30030500	CUABDED1XXX	Bank11direkt
30030600	ETRIDE31XXX	ETRIS Bank
30030880	TUBDDEDDXXX	HSBC Continental Europe, Germany
30030889	TUBDDEDDXXX	HSBC Continental Europe, Germany
30030900	MEFIDEMM300	Merck Finck A Quintet Private Bank
30040000	COBADEDDXXX	Commerzbank
30040005	COBADEDDXXX	Commerzbank, Filiale Düsseldorf 2
30040048	COBADEFFXXX	Commerzbank GF-D48
30040060	COBADEFFXXX	Commerzbank Gf 660
30040061	COBADEFFXXX	Commerzbank Gf 661
30040062	COBADEFFXXX	Commerzbank CC
30040063	COBADEFFXXX	Commerzbank CC
30040098	COBADEFFCSC	Commerz Service-Center Intensive
30040099	COBADEFFSTS	Commerzbank Gf Comp. Center STS
30050000	WELADEDDXXX	Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf
30050110	DUSSDEDDXXX	Stadtsparkasse Düsseldorf
30060010	GENODEDDXXX	DZ BANK
30060601	DAAEDEDDXXX	apoBank
30060992	GENODEF1P05	PSD Bank Rhein-Ruhr
30070010	DEUTDEDDXXX	Deutsche Bank
30070024	DEUTDEDBDUE	Deutsche Bank
30070207	DEUTDEDDP06	Postbank/DSL Ndl der Deutsche Bank
30070224	DEUTDEDBP06	Postbank/DSL Ndl der Deutsche Bank
30080000	DRESDEFF300	Commerzbank vormals Dresdner Bank
30080005	DRESDEFFXXX	Commerzbank vormals Dresdner Bank Zw 05
30080022	DRESDEFFI28	Commerzbank vormals Dresdner Bank Ztv 22
30080038	DRESDEFFXXX	Commerzbank vormals Dresdner Bank Zw 38
30080041	DRESDEFFI29	Commerzbank vormals Dresdner Bank Zw 41
30080053	DRESDEFFI30	Commerzbank vormals Dresdner Bank Zw 53
30080055	DRESDEFF309	Commerzbank vormals Dresdner Bank Zw 55
30080057	DRESDEFF316	Commerzbank vormals Dresdner Bank Gf ZW 57
30080061	DRESDEFFI31	Commerzbank vormals Dresdner Bank Zw 61
30080074	DRESDEFFI32	Commerzbank vormals Dresdner Bank Zw 74
30080080	DRESDEFFI76	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3
30080081	DRESDEFFI77	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4
30080082	DRESDEFFI78	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5
30080083	DRESDEFFI79	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6
30080084	DRESDEFFI80	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7
30080085	DRESDEFFI81	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8
30080086	DRESDEFFI82	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9
30080087	DRESDEFFI83	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10
30080088	DRESDEFFI84	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11
30080089	DRESDEFFI85	Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 12
30080095	DRESDEFFI33	Commerzbank vormals Dresdner Bank Zw 95
30089300	DRESDEFFI02	Commerzbank vormals Dresdner Bank ITGK I
30089302	DRESDEFFI03	Commerzbank vormals Dresdner Bank ITGK II
30110300	SMBCDEDDXXX	Sumitomo Mitsui Banking Corporation
30130100	DHBNDEDDXXX	DHB Bank, Niederlassung Deutschland
30130200	UGBIDEDDXXX	GarantiBank International
30130600	ISBKDEFXDUS	Isbank Fil Düsseldorf
30150001	WELADEDDXXX	Helaba Düsseldorf Gf Verrechnung FI-Dus
30150200	WELADED1KSD	Kreissparkasse Düsseldorf
30160213	GENODED1DNE	Volksbank Düsseldorf Neuss
30160266	GENODED1DNE	Volksbank Düsseldorf Neuss (Gf GAA)
30220190	HYVEDEMM414	UniCredit Bank - HypoVereinsbank
30330800	BIWBDE33303	flatexDEGIRO Bank
30351220	WELADED1HAA	Stadt-Sparkasse Haan
30520000	RCIDDE3NXXX	RCI Banque Niederlassung Deutschland
30520037	RCIDDE3NPAY	RCI Banque Direkt
30524400	KREDDEDDXXX	KBC Bank Ndl Deutschland
30530000	WERHDED1XXX	Bankhaus Werhahn
30530500	WEFZDED1XXX	Bank11 für Privatkunden und Handel, Neuss
30550000	WELADEDNXXX	Sparkasse Neuss
30551240	WELADED1KST	Stadtsparkasse Kaarst-Büttgen -alt-
30560090	GENODED1NSS	Volksbank Neuss -alt-
30560548	GENODED1NLD	VR Bank
30560591	GENODED1NLD	VR Bank (Gf GAA)
31010833	SCFBDE33XXX	Openbank Deutschland
31040015	COBADEFFXXX	Commerzbank
31040060	COBADEFFXXX	Commerzbank CC
31040061	COBADEFFXXX	Commerzbank CC
31050000	MGLSDE33XXX	Stadtsparkasse Mönchengladbach
31060181	GENODED1GBM	Gladbacher Bank von 1922
31060517	GENODED1MRB	Volksbank Mönchengladbach
31062154	GENODED1KBN	Volksbank Brüggen-Nettetal
31062553	GENODED1NKR	Volksbank Schwalmtal
31070001	DEUTDEDD310	Deutsche Bank
31070024	DEUTDEDB310	Deutsche Bank
31070206	DEUTDEDDP05	Postbank/DSL Ndl der Deutsche Bank
31070224	DEUTDEDBP05	Postbank/DSL Ndl der Deutsche Bank
31080015	DRESDEFF310	Commerzbank vormals Dresdner Bank
31080061	DRESDEFFI34	Commerzbank vormals Dresdner Bank Zw 61
31251220	WELADED1ERK	Kreissparkasse Heinsberg in Erkelenz
31261282	GENODED1EHE	Volksbank Erkelenz -alt-
31263359	GENODED1LOE	Raiffeisenbank Erkelenz -alt-
31460290	GENODED1VSN	Volksbank Viersen
31470004	DEUTDEDD314	Deutsche Bank
31470024	DEUTDEDB314	Deutsche Bank
32040024	COBADEFFXXX	Commerzbank
32050000	SPKRDE33XXX	Sparkasse Krefeld
32051996	WELADED1STR	Sparkasse der Stadt Straelen -alt-
32060362	GENODED1HTK	Volksbank Krefeld
32061384	GENODED1GDL	Volksbank an der Niers
32061414	GENODED1KMP	Volksbank Kempen-Grefrath
32070024	DEUTDEDB320	Deutsche Bank
32070080	DEUTDEDD320	Deutsche Bank
32080010	DRESDEFF320	Commerzbank vormals Dresdner Bank
32250050	WELADED1GOC	Verbandssparkasse Goch -alt-
32440023	COBADEFFXXX	Commerzbank
32450000	WELADED1KLE	Sparkasse Rhein-Maas
32460422	GENODED1KLL	Volksbank Kleverland
32470024	DEUTDEDB324	Deutsche Bank
32470077	DEUTDEDD324	Deutsche Bank
33020000	AKFBDE31XXX	akf bank
